Image Name,Gene,Label
27183-58847_A_5_5.jpg,ENSG00000090273,Cytoplasm
27183-58847_B_1_4.jpg,ENSG00000090273,Cytoplasm
27183-58847_A_4_5.jpg,ENSG00000090273,Cytoplasm
27183-58847_B_2_4.jpg,ENSG00000090273,Cytoplasm
27183-58847_A_6_5.jpg,ENSG00000090273,Cytoplasm
27183-58847_B_3_4.jpg,ENSG00000090273,Cytoplasm
35344-73530_A_6_5.jpg,ENSG00000100023,Nucleoplasm
35344-73530_A_4_5.jpg,ENSG00000100023,Nucleoplasm
35344-73530_A_5_5.jpg,ENSG00000100023,Nucleoplasm
25458-62867_A_5_5.jpg,ENSG00000100784,Nucleoplasm
1274-3408_A_6_5.jpg,ENSG00000100784,Nucleoplasm
25458-62867_A_4_5.jpg,ENSG00000100784,Nucleoplasm
1274-3408_A_5_5.jpg,ENSG00000100784,Nucleoplasm
1274-3408_A_4_5.jpg,ENSG00000100784,Nucleoplasm
2570-7122_A_4_5.jpg,ENSG00000100815,Golgi Apparatus
2570-7122_A_5_5.jpg,ENSG00000100815,Golgi Apparatus
2570-7122_A_6_5.jpg,ENSG00000100815,Golgi Apparatus
69551-155413_A_4_5.jpg,ENSG00000100867,Mitochondria;Nucleoplasm
69551-155413_A_5_5.jpg,ENSG00000100867,Mitochondria;Nucleoplasm
69551-155413_A_6_5.jpg,ENSG00000100867,Mitochondria;Nucleoplasm
51162-124859_A_5_5.jpg,ENSG00000100889,Mitochondria
51162-124859_A_6_5.jpg,ENSG00000100889,Mitochondria
6269-18782_A_3_5.jpg,ENSG00000102030,Nucleoli;Cytoplasm
6269-18782_A_6_5.jpg,ENSG00000102030,Nucleoli;Cytoplasm
6269-18782_A_2_5.jpg,ENSG00000102030,Nucleoli;Cytoplasm
6269-18782_A_4_5.jpg,ENSG00000102030,Nucleoli;Cytoplasm
6269-18782_A_1_5.jpg,ENSG00000102030,Nucleoli;Cytoplasm
6269-18782_A_5_5.jpg,ENSG00000102030,Nucleoli;Cytoplasm
6731-19007_A_3_5.jpg,ENSG00000103194,Nucleoplasm;Cytoplasm
6749-19015_A_2_5.jpg,ENSG00000103194,Nucleoplasm;Cytoplasm
6731-19007_A_4_5.jpg,ENSG00000103194,Nucleoplasm;Cytoplasm
6749-19015_A_7_4.jpg,ENSG00000103194,Nucleoplasm;Cytoplasm
6731-19007_A_1_5.jpg,ENSG00000103194,Nucleoplasm;Cytoplasm
6749-19015_A_5_5.jpg,ENSG00000103194,Nucleoplasm;Cytoplasm
6749-19015_A_8_4.jpg,ENSG00000103194,Nucleoplasm;Cytoplasm
6731-19007_A_5_5.jpg,ENSG00000103194,Nucleoplasm;Cytoplasm
6749-19015_A_1_5.jpg,ENSG00000103194,Nucleoplasm;Cytoplasm
6749-19015_A_4_5.jpg,ENSG00000103194,Nucleoplasm;Cytoplasm
6749-19015_A_9_4.jpg,ENSG00000103194,Nucleoplasm;Cytoplasm
50977-121025_A_6_5.jpg,ENSG00000104131,Cytoplasm
50977-121025_A_4_5.jpg,ENSG00000104131,Cytoplasm
50977-121025_A_5_5.jpg,ENSG00000104131,Cytoplasm
41231-91523_A_5_5.jpg,ENSG00000104881,Cytoplasm
41231-91523_A_4_5.jpg,ENSG00000104881,Cytoplasm
64222-142924_A_6_5.jpg,ENSG00000105193,Endoplasmic Reticulum;Cytoplasm
64222-142924_A_4_5.jpg,ENSG00000105193,Endoplasmic Reticulum;Cytoplasm
64222-142924_A_5_5.jpg,ENSG00000105193,Endoplasmic Reticulum;Cytoplasm
6427-18236_A_1_5.jpg,ENSG00000105355,Vesicles
6427-18236_A_4_5.jpg,ENSG00000105355,Vesicles
6427-18236_A_6_5.jpg,ENSG00000105355,Vesicles
6427-18236_A_3_5.jpg,ENSG00000105355,Vesicles
6427-18236_A_2_5.jpg,ENSG00000105355,Vesicles
80286-171665_A_1_5.jpg,ENSG00000108039,Cytoplasm
80286-171665_A_4_5.jpg,ENSG00000108039,Cytoplasm
25196-55909_A_1_5.jpg,ENSG00000108039,Cytoplasm
80286-171665_A_6_5.jpg,ENSG00000108039,Cytoplasm
25196-55909_A_2_5.jpg,ENSG00000108039,Cytoplasm
80286-171665_A_3_5.jpg,ENSG00000108039,Cytoplasm
25196-55909_A_3_5.jpg,ENSG00000108039,Cytoplasm
80286-171665_A_2_5.jpg,ENSG00000108039,Cytoplasm
4611-12237_B_2_4.jpg,ENSG00000108312,Nucleoli
4611-12237_B_3_4.jpg,ENSG00000108312,Nucleoli
6385-17457_B_3_4.jpg,ENSG00000108312,Nucleoli
6385-17457_A_6_5.jpg,ENSG00000108312,Nucleoli
4611-12237_A_5_5.jpg,ENSG00000108312,Nucleoli
6385-17457_A_5_5.jpg,ENSG00000108312,Nucleoli
4611-12237_A_4_5.jpg,ENSG00000108312,Nucleoli
65317-144790_A_1_5.jpg,ENSG00000109586,Golgi Apparatus
64243-144785_A_2_5.jpg,ENSG00000109586,Golgi Apparatus
65317-144790_A_4_5.jpg,ENSG00000109586,Golgi Apparatus
64243-144785_A_6_5.jpg,ENSG00000109586,Golgi Apparatus
64243-144785_A_3_5.jpg,ENSG00000109586,Golgi Apparatus
65317-144790_A_6_5.jpg,ENSG00000109586,Golgi Apparatus
65317-144790_A_3_5.jpg,ENSG00000109586,Golgi Apparatus
64243-144785_A_1_5.jpg,ENSG00000109586,Golgi Apparatus
64243-144785_A_4_5.jpg,ENSG00000109586,Golgi Apparatus
65317-144790_A_2_5.jpg,ENSG00000109586,Golgi Apparatus
75735-159319_A_1_5.jpg,ENSG00000110619,Cytoplasm
75735-159319_A_4_5.jpg,ENSG00000110619,Cytoplasm
75737-159327_A_6_5.jpg,ENSG00000110619,Cytoplasm
75737-159327_A_2_5.jpg,ENSG00000110619,Cytoplasm
75735-159319_A_5_5.jpg,ENSG00000110619,Cytoplasm
75735-159319_A_6_5.jpg,ENSG00000110619,Cytoplasm
75737-159327_A_4_5.jpg,ENSG00000110619,Cytoplasm
75735-159319_A_3_5.jpg,ENSG00000110619,Cytoplasm
75737-159327_A_1_5.jpg,ENSG00000110619,Cytoplasm
75737-159327_A_5_5.jpg,ENSG00000110619,Cytoplasm
75735-159319_A_2_5.jpg,ENSG00000110619,Cytoplasm
4637-11635_B_2_4.jpg,ENSG00000110768,Nucleoplasm
4637-11635_B_3_4.jpg,ENSG00000110768,Nucleoplasm
4637-11635_A_5_5.jpg,ENSG00000110768,Nucleoplasm
4637-11635_A_4_5.jpg,ENSG00000110768,Nucleoplasm
40070-85003_A_3_5.jpg,ENSG00000111011,Nucleoplasm
40070-85003_A_6_5.jpg,ENSG00000111011,Nucleoplasm
40070-85003_A_2_5.jpg,ENSG00000111011,Nucleoplasm
40070-85003_B_2_4.jpg,ENSG00000111011,Nucleoplasm
40070-85003_A_4_5.jpg,ENSG00000111011,Nucleoplasm
40070-85003_A_1_5.jpg,ENSG00000111011,Nucleoplasm
40070-85003_B_1_4.jpg,ENSG00000111011,Nucleoplasm
40070-85003_A_5_5.jpg,ENSG00000111011,Nucleoplasm
12008-51702_A_6_5.jpg,ENSG00000111642,Nucleoplasm
12008-51702_A_5_5.jpg,ENSG00000111642,Nucleoplasm
12008-51702_A_4_5.jpg,ENSG00000111642,Nucleoplasm
29716-62000_A_6_5.jpg,ENSG00000112294,Mitochondria
29716-62000_A_5_5.jpg,ENSG00000112294,Mitochondria
3979-17093_A_4_5.jpg,ENSG00000113643,Cytoplasm
3979-17093_A_5_5.jpg,ENSG00000113643,Cytoplasm
3979-17093_A_6_5.jpg,ENSG00000113643,Cytoplasm
931-2258_A_5_5.jpg,ENSG00000115415,Nucleoplasm;Cytoplasm
931-2258_A_4_5.jpg,ENSG00000115415,Nucleoplasm;Cytoplasm
931-2258_A_6_5.jpg,ENSG00000115415,Nucleoplasm;Cytoplasm
6028-18417_A_5_5.jpg,ENSG00000115641,Cytoplasm
5922-18401_A_6_5.jpg,ENSG00000115641,Cytoplasm
5922-18401_A_5_5.jpg,ENSG00000115641,Cytoplasm
6028-18417_A_6_5.jpg,ENSG00000115641,Cytoplasm
58085-131532_A_2_5.jpg,ENSG00000117222,Nucleoli;Nucleoplasm
58085-131532_A_6_5.jpg,ENSG00000117222,Nucleoli;Nucleoplasm
58085-131532_A_5_5.jpg,ENSG00000117222,Nucleoli;Nucleoplasm
58085-131532_A_4_5.jpg,ENSG00000117222,Nucleoli;Nucleoplasm
58085-131532_A_1_5.jpg,ENSG00000117222,Nucleoli;Nucleoplasm
16538-36325_A_2_5.jpg,ENSG00000117748,Nucleoplasm
16538-36325_A_6_5.jpg,ENSG00000117748,Nucleoplasm
16538-36325_A_3_5.jpg,ENSG00000117748,Nucleoplasm
16538-36325_B_3_4.jpg,ENSG00000117748,Nucleoplasm
26306-59501_A_1_5.jpg,ENSG00000117748,Nucleoplasm
26306-59501_A_2_5.jpg,ENSG00000117748,Nucleoplasm
16538-36325_A_5_5.jpg,ENSG00000117748,Nucleoplasm
26309-59516_A_5_5.jpg,ENSG00000117748,Nucleoplasm
16538-36325_A_1_5.jpg,ENSG00000117748,Nucleoplasm
16538-36325_B_1_4.jpg,ENSG00000117748,Nucleoplasm
26306-59501_A_3_5.jpg,ENSG00000117748,Nucleoplasm
27406-57672_A_6_5.jpg,ENSG00000117751,Nucleoplasm
27452-57665_A_1_5.jpg,ENSG00000117751,Nucleoplasm
27452-57665_A_4_5.jpg,ENSG00000117751,Nucleoplasm
27452-57665_A_5_5.jpg,ENSG00000117751,Nucleoplasm
27417-57669_A_5_5.jpg,ENSG00000117751,Nucleoplasm
27452-57665_A_6_5.jpg,ENSG00000117751,Nucleoplasm
27406-57672_A_4_5.jpg,ENSG00000117751,Nucleoplasm
27452-57665_A_3_5.jpg,ENSG00000117751,Nucleoplasm
27417-57669_A_4_5.jpg,ENSG00000117751,Nucleoplasm
27406-57672_A_5_5.jpg,ENSG00000117751,Nucleoplasm
27452-57665_A_2_5.jpg,ENSG00000117751,Nucleoplasm
2665-6745_A_8_4.jpg,ENSG00000122705,Vesicles
2665-6745_A_7_4.jpg,ENSG00000122705,Vesicles
2665-6745_A_9_4.jpg,ENSG00000122705,Vesicles
50918-134766_A_6_5.jpg,ENSG00000122705,Vesicles
27897-62897_A_6_5.jpg,ENSG00000124789,Nuclear membrane
27897-62897_A_5_5.jpg,ENSG00000124789,Nuclear membrane
27898-62893_A_4_5.jpg,ENSG00000124789,Nuclear membrane
27897-62897_A_4_5.jpg,ENSG00000124789,Nuclear membrane
27898-62893_A_5_5.jpg,ENSG00000124789,Nuclear membrane
31484-66542_A_5_5.jpg,ENSG00000130699,Nucleoplasm
31484-66542_A_4_5.jpg,ENSG00000130699,Nucleoplasm
31484-66542_A_6_5.jpg,ENSG00000130699,Nucleoplasm
41154-87996_A_2_5.jpg,ENSG00000132300,Mitochondria
41154-87996_A_3_5.jpg,ENSG00000132300,Mitochondria
41154-87996_A_6_5.jpg,ENSG00000132300,Mitochondria
41154-87996_A_4_5.jpg,ENSG00000132300,Mitochondria
45666-110332_A_1_5.jpg,ENSG00000136051,Nucleoplasm
46737-110328_A_6_5.jpg,ENSG00000136051,Nucleoplasm
46737-110328_A_3_5.jpg,ENSG00000136051,Nucleoplasm
45666-110332_A_5_5.jpg,ENSG00000136051,Nucleoplasm
46737-110328_A_2_5.jpg,ENSG00000136051,Nucleoplasm
45666-110332_A_6_5.jpg,ENSG00000136051,Nucleoplasm
46737-110328_A_1_5.jpg,ENSG00000136051,Nucleoplasm
45666-110332_A_3_5.jpg,ENSG00000136051,Nucleoplasm
45666-110332_A_2_5.jpg,ENSG00000136051,Nucleoplasm
46737-110328_A_5_5.jpg,ENSG00000136051,Nucleoplasm
20273-46620_A_1_5.jpg,ENSG00000136280,Mitochondria
20273-46620_A_5_5.jpg,ENSG00000136280,Mitochondria
20273-46620_A_6_5.jpg,ENSG00000136280,Mitochondria
63597-146986_A_6_5.jpg,ENSG00000136527,Nucleoplasm
11692-30923_A_4_5.jpg,ENSG00000136527,Nucleoplasm
11692-30923_A_1_5.jpg,ENSG00000136527,Nucleoplasm
11692-30923_A_2_5.jpg,ENSG00000136527,Nucleoplasm
63597-146986_A_4_5.jpg,ENSG00000136527,Nucleoplasm
11692-30923_A_3_5.jpg,ENSG00000136527,Nucleoplasm
63597-146986_A_5_5.jpg,ENSG00000136527,Nucleoplasm
11692-30923_A_6_5.jpg,ENSG00000136527,Nucleoplasm
22248-49654_B_3_4.jpg,ENSG00000136875,Nucleoplasm
21794-49650_A_2_5.jpg,ENSG00000136875,Nucleoplasm
22248-49654_A_6_5.jpg,ENSG00000136875,Nucleoplasm
21794-49650_A_6_5.jpg,ENSG00000136875,Nucleoplasm
22248-49654_B_2_4.jpg,ENSG00000136875,Nucleoplasm
21794-49650_A_3_5.jpg,ENSG00000136875,Nucleoplasm
22248-49654_A_4_5.jpg,ENSG00000136875,Nucleoplasm
21794-49650_A_5_5.jpg,ENSG00000136875,Nucleoplasm
22248-49654_B_1_4.jpg,ENSG00000136875,Nucleoplasm
21794-49650_A_1_5.jpg,ENSG00000136875,Nucleoplasm
22248-49654_A_5_5.jpg,ENSG00000136875,Nucleoplasm
21794-49650_A_4_5.jpg,ENSG00000136875,Nucleoplasm
67561-154718_A_6_5.jpg,ENSG00000139223,Nucleoplasm
63133-154730_A_2_5.jpg,ENSG00000139223,Nucleoplasm
63133-154730_B_2_4.jpg,ENSG00000139223,Nucleoplasm
67561-154718_A_3_5.jpg,ENSG00000139223,Nucleoplasm
63133-154730_A_6_5.jpg,ENSG00000139223,Nucleoplasm
63133-154730_A_3_5.jpg,ENSG00000139223,Nucleoplasm
63133-154730_B_3_4.jpg,ENSG00000139223,Nucleoplasm
67561-154718_A_2_5.jpg,ENSG00000139223,Nucleoplasm
67561-154718_A_1_5.jpg,ENSG00000139223,Nucleoplasm
63133-154730_A_5_5.jpg,ENSG00000139223,Nucleoplasm
67561-154718_A_4_5.jpg,ENSG00000139223,Nucleoplasm
63133-154730_A_1_5.jpg,ENSG00000139223,Nucleoplasm
63133-154730_A_4_5.jpg,ENSG00000139223,Nucleoplasm
5231-15844_A_6_5.jpg,ENSG00000140350,Nucleoplasm
67561-154718_A_6_5.jpg,ENSG00000140350,Nucleoplasm
5231-15844_A_3_5.jpg,ENSG00000140350,Nucleoplasm
5231-15844_B_3_4.jpg,ENSG00000140350,Nucleoplasm
63133-154730_A_2_5.jpg,ENSG00000140350,Nucleoplasm
63133-154730_B_2_4.jpg,ENSG00000140350,Nucleoplasm
67561-154718_A_3_5.jpg,ENSG00000140350,Nucleoplasm
63133-154730_A_6_5.jpg,ENSG00000140350,Nucleoplasm
5231-15844_A_2_5.jpg,ENSG00000140350,Nucleoplasm
5231-15844_B_2_4.jpg,ENSG00000140350,Nucleoplasm
63133-154730_A_3_5.jpg,ENSG00000140350,Nucleoplasm
63133-154730_B_3_4.jpg,ENSG00000140350,Nucleoplasm
67561-154718_A_2_5.jpg,ENSG00000140350,Nucleoplasm
5231-15844_A_1_5.jpg,ENSG00000140350,Nucleoplasm
5231-15844_B_1_4.jpg,ENSG00000140350,Nucleoplasm
67561-154718_A_1_5.jpg,ENSG00000140350,Nucleoplasm
5231-15844_A_4_5.jpg,ENSG00000140350,Nucleoplasm
63133-154730_A_5_5.jpg,ENSG00000140350,Nucleoplasm
67561-154718_A_4_5.jpg,ENSG00000140350,Nucleoplasm
63133-154730_A_1_5.jpg,ENSG00000140350,Nucleoplasm
5231-15844_A_5_5.jpg,ENSG00000140350,Nucleoplasm
63133-154730_A_4_5.jpg,ENSG00000140350,Nucleoplasm
51176-118462_A_2_5.jpg,ENSG00000140563,Nucleoplasm;Cytoplasm
51176-118462_B_2_4.jpg,ENSG00000140563,Nucleoplasm;Cytoplasm
51176-118462_A_3_5.jpg,ENSG00000140563,Nucleoplasm;Cytoplasm
51176-118462_A_8_4.jpg,ENSG00000140563,Nucleoplasm;Cytoplasm
51176-118462_A_9_4.jpg,ENSG00000140563,Nucleoplasm;Cytoplasm
51176-118462_A_1_5.jpg,ENSG00000140563,Nucleoplasm;Cytoplasm
4480-13732_A_6_5.jpg,ENSG00000141385,Mitochondria
4480-13732_A_4_5.jpg,ENSG00000141385,Mitochondria
4480-13732_A_5_5.jpg,ENSG00000141385,Mitochondria
21193-47610_A_6_5.jpg,ENSG00000143373,Nucleoplasm
21193-47610_A_5_5.jpg,ENSG00000143373,Nucleoplasm
2781-7057_A_6_5.jpg,ENSG00000143384,Mitochondria
2781-7057_A_5_5.jpg,ENSG00000143384,Mitochondria
2781-7057_A_4_5.jpg,ENSG00000143384,Mitochondria
16283-35754_A_4_5.jpg,ENSG00000147133,Nucleoplasm
16283-35754_A_9_4.jpg,ENSG00000147133,Nucleoplasm
16283-35754_A_1_5.jpg,ENSG00000147133,Nucleoplasm
16283-35754_A_5_5.jpg,ENSG00000147133,Nucleoplasm
16283-35754_A_8_4.jpg,ENSG00000147133,Nucleoplasm
16283-35754_A_7_4.jpg,ENSG00000147133,Nucleoplasm
16283-35754_A_6_5.jpg,ENSG00000147133,Nucleoplasm
16283-35754_A_2_5.jpg,ENSG00000147133,Nucleoplasm
37075-84374_A_2_5.jpg,ENSG00000154473,Nucleoplasm
37075-84374_A_3_5.jpg,ENSG00000154473,Nucleoplasm
37075-84374_A_6_5.jpg,ENSG00000154473,Nucleoplasm
3601-11198_A_5_5.jpg,ENSG00000154473,Nucleoplasm
37075-84374_A_5_5.jpg,ENSG00000154473,Nucleoplasm
3601-11198_A_4_5.jpg,ENSG00000154473,Nucleoplasm
37075-84374_A_4_5.jpg,ENSG00000154473,Nucleoplasm
37075-84374_A_1_5.jpg,ENSG00000154473,Nucleoplasm
19907-46588_A_5_5.jpg,ENSG00000158941,Nucleoplasm
19943-46592_A_1_5.jpg,ENSG00000158941,Nucleoplasm
72827-152866_A_3_5.jpg,ENSG00000158941,Nucleoplasm
19943-46592_A_4_5.jpg,ENSG00000158941,Nucleoplasm
72827-152866_A_6_5.jpg,ENSG00000158941,Nucleoplasm
19907-46588_A_4_5.jpg,ENSG00000158941,Nucleoplasm
72827-152866_A_2_5.jpg,ENSG00000158941,Nucleoplasm
19943-46592_A_5_5.jpg,ENSG00000158941,Nucleoplasm
19943-46592_A_6_5.jpg,ENSG00000158941,Nucleoplasm
72827-152866_A_4_5.jpg,ENSG00000158941,Nucleoplasm
19943-46592_A_3_5.jpg,ENSG00000158941,Nucleoplasm
72827-152866_A_1_5.jpg,ENSG00000158941,Nucleoplasm
19907-46588_A_6_5.jpg,ENSG00000158941,Nucleoplasm
4217-11751_A_2_5.jpg,ENSG00000159692,Nucleoplasm
4217-11751_B_2_4.jpg,ENSG00000159692,Nucleoplasm
4217-11751_A_3_5.jpg,ENSG00000159692,Nucleoplasm
4217-11751_A_5_5.jpg,ENSG00000159692,Nucleoplasm
4217-11751_A_1_5.jpg,ENSG00000159692,Nucleoplasm
4217-11751_A_4_5.jpg,ENSG00000159692,Nucleoplasm
17800-39909_A_5_5.jpg,ENSG00000160957,Nucleoplasm
17800-39909_A_4_5.jpg,ENSG00000160957,Nucleoplasm
21192-49196_A_1_5.jpg,ENSG00000161533,Vesicles
21192-49196_A_3_5.jpg,ENSG00000161533,Vesicles
39673-89268_A_5_5.jpg,ENSG00000161813,Cytoplasm
39673-89268_A_6_5.jpg,ENSG00000161813,Cytoplasm
34695-75860_A_4_5.jpg,ENSG00000163605,Nucleoplasm
34695-75860_A_1_5.jpg,ENSG00000163605,Nucleoplasm
34695-75860_A_5_5.jpg,ENSG00000163605,Nucleoplasm
39837-102769_A_3_5.jpg,ENSG00000163605,Nucleoplasm
34695-75860_A_3_5.jpg,ENSG00000163605,Nucleoplasm
34695-75860_A_6_5.jpg,ENSG00000163605,Nucleoplasm
34695-75860_A_2_5.jpg,ENSG00000163605,Nucleoplasm
39837-102769_A_1_5.jpg,ENSG00000163605,Nucleoplasm
19543-44010_A_6_5.jpg,ENSG00000164466,Mitochondria
19543-44010_A_4_5.jpg,ENSG00000164466,Mitochondria
19543-44010_A_5_5.jpg,ENSG00000164466,Mitochondria
20300-47072_A_6_5.jpg,ENSG00000164597,Golgi Apparatus
20300-47072_A_5_5.jpg,ENSG00000164597,Golgi Apparatus
20300-47072_A_4_5.jpg,ENSG00000164597,Golgi Apparatus
12728-30453_A_5_5.jpg,ENSG00000165280,Nucleoplasm;Cytoplasm
12814-30449_A_1_5.jpg,ENSG00000165280,Nucleoplasm;Cytoplasm
12814-30449_A_4_5.jpg,ENSG00000165280,Nucleoplasm;Cytoplasm
12728-30453_A_4_5.jpg,ENSG00000165280,Nucleoplasm;Cytoplasm
12728-30453_B_1_4.jpg,ENSG00000165280,Nucleoplasm;Cytoplasm
12814-30449_A_5_5.jpg,ENSG00000165280,Nucleoplasm;Cytoplasm
12728-30453_A_2_5.jpg,ENSG00000165280,Nucleoplasm;Cytoplasm
12728-30453_B_2_4.jpg,ENSG00000165280,Nucleoplasm;Cytoplasm
12814-30449_A_3_5.jpg,ENSG00000165280,Nucleoplasm;Cytoplasm
12728-30453_A_3_5.jpg,ENSG00000165280,Nucleoplasm;Cytoplasm
12728-30453_B_3_4.jpg,ENSG00000165280,Nucleoplasm;Cytoplasm
12814-30449_A_2_5.jpg,ENSG00000165280,Nucleoplasm;Cytoplasm
3901-21010_A_4_5.jpg,ENSG00000166598,Endoplasmic Reticulum
5224-15657_A_4_5.jpg,ENSG00000166598,Endoplasmic Reticulum
3901-21010_A_1_5.jpg,ENSG00000166598,Endoplasmic Reticulum
5224-15657_A_1_5.jpg,ENSG00000166598,Endoplasmic Reticulum
8424-23452_A_2_5.jpg,ENSG00000166598,Endoplasmic Reticulum
5224-15657_A_5_5.jpg,ENSG00000166598,Endoplasmic Reticulum
8424-23452_A_3_5.jpg,ENSG00000166598,Endoplasmic Reticulum
3901-21010_A_3_5.jpg,ENSG00000166598,Endoplasmic Reticulum
5224-15657_A_3_5.jpg,ENSG00000166598,Endoplasmic Reticulum
5224-15657_A_6_5.jpg,ENSG00000166598,Endoplasmic Reticulum
3901-21010_A_2_5.jpg,ENSG00000166598,Endoplasmic Reticulum
5224-15657_A_2_5.jpg,ENSG00000166598,Endoplasmic Reticulum
8424-23452_A_1_5.jpg,ENSG00000166598,Endoplasmic Reticulum
9049-25870_A_1_5.jpg,ENSG00000166747,Vesicles;Cytoplasm
9049-25870_A_4_5.jpg,ENSG00000166747,Vesicles;Cytoplasm
9049-25870_A_2_5.jpg,ENSG00000166747,Vesicles;Cytoplasm
9049-25870_A_6_5.jpg,ENSG00000166747,Vesicles;Cytoplasm
9049-25870_A_3_5.jpg,ENSG00000166747,Vesicles;Cytoplasm
69409-153288_A_4_5.jpg,ENSG00000166949,Nucleoplasm;Cytoplasm
69409-153288_A_6_5.jpg,ENSG00000166949,Nucleoplasm;Cytoplasm
41506-87815_A_6_5.jpg,ENSG00000168488,Cytoplasm
41506-87815_A_5_5.jpg,ENSG00000168488,Cytoplasm
41506-87815_A_4_5.jpg,ENSG00000168488,Cytoplasm
41508-90776_A_5_5.jpg,ENSG00000169217,Nucleoplasm;Cytoplasm
41508-90776_A_4_5.jpg,ENSG00000169217,Nucleoplasm;Cytoplasm
61309-146025_A_4_5.jpg,ENSG00000169217,Nucleoplasm;Cytoplasm
41508-90776_A_6_5.jpg,ENSG00000169217,Nucleoplasm;Cytoplasm
54408-122599_A_4_5.jpg,ENSG00000169976,Nucleoplasm
54408-122599_A_5_5.jpg,ENSG00000169976,Nucleoplasm
62021-157054_A_1_5.jpg,ENSG00000177613,Nucleoplasm
62021-157054_B_1_4.jpg,ENSG00000177613,Nucleoplasm
62021-157054_A_3_5.jpg,ENSG00000177613,Nucleoplasm
62021-157054_B_3_4.jpg,ENSG00000177613,Nucleoplasm
62021-157054_A_2_5.jpg,ENSG00000177613,Nucleoplasm
62021-157054_B_2_4.jpg,ENSG00000177613,Nucleoplasm
40832-87973_A_2_5.jpg,ENSG00000180357,Nucleoplasm
